location,date,vaccine,total_vaccinations,month
Finland,2021-01-22,Moderna,944,2021-01
Finland,2021-01-22,Oxford/AstraZeneca,12,2021-01
Finland,2021-01-22,Pfizer/BioNTech,119789,2021-01
Finland,2021-01-29,Johnson&Johnson,0,2021-01
Finland,2021-01-29,Moderna,3521,2021-01
Finland,2021-01-29,Oxford/AstraZeneca,14,2021-01
Finland,2021-01-29,Pfizer/BioNTech,173746,2021-01
Finland,2021-02-05,Johnson&Johnson,0,2021-02
Finland,2021-02-05,Moderna,4393,2021-02
Finland,2021-02-05,Oxford/AstraZeneca,21,2021-02
Finland,2021-02-05,Pfizer/BioNTech,228922,2021-02
Finland,2021-02-12,Johnson&Johnson,0,2021-02
Finland,2021-02-12,Moderna,5814,2021-02
Finland,2021-02-12,Oxford/AstraZeneca,4036,2021-02
Finland,2021-02-12,Pfizer/BioNTech,280297,2021-02
Finland,2021-02-19,Johnson&Johnson,0,2021-02
Finland,2021-02-19,Moderna,10510,2021-02
Finland,2021-02-19,Oxford/AstraZeneca,24305,2021-02
Finland,2021-02-19,Pfizer/BioNTech,340352,2021-02
Finland,2021-02-26,Johnson&Johnson,0,2021-02
Finland,2021-02-26,Moderna,19286,2021-02
Finland,2021-02-26,Oxford/AstraZeneca,56055,2021-02
Finland,2021-02-26,Pfizer/BioNTech,403286,2021-02
Finland,2021-03-05,Johnson&Johnson,0,2021-03
Finland,2021-03-05,Moderna,27193,2021-03
Finland,2021-03-05,Oxford/AstraZeneca,96327,2021-03
Finland,2021-03-05,Pfizer/BioNTech,469362,2021-03
Finland,2021-03-12,Johnson&Johnson,0,2021-03
Finland,2021-03-12,Moderna,39018,2021-03
Finland,2021-03-12,Oxford/AstraZeneca,140831,2021-03
Finland,2021-03-12,Pfizer/BioNTech,537554,2021-03
Finland,2021-03-19,Johnson&Johnson,0,2021-03
Finland,2021-03-19,Moderna,42873,2021-03
Finland,2021-03-19,Oxford/AstraZeneca,185331,2021-03
Finland,2021-03-19,Pfizer/BioNTech,616902,2021-03
Finland,2021-03-26,Johnson&Johnson,0,2021-03
Finland,2021-03-26,Moderna,53003,2021-03
Finland,2021-03-26,Oxford/AstraZeneca,185356,2021-03
Finland,2021-03-26,Pfizer/BioNTech,717432,2021-03
Finland,2021-04-02,Johnson&Johnson,0,2021-04
Finland,2021-04-02,Moderna,69873,2021-04
Finland,2021-04-02,Oxford/AstraZeneca,202667,2021-04
Finland,2021-04-02,Pfizer/BioNTech,817006,2021-04
Finland,2021-04-09,Johnson&Johnson,0,2021-04
Finland,2021-04-09,Moderna,81938,2021-04
Finland,2021-04-09,Oxford/AstraZeneca,243592,2021-04
Finland,2021-04-09,Pfizer/BioNTech,938186,2021-04
Finland,2021-04-16,Johnson&Johnson,0,2021-04
Finland,2021-04-16,Moderna,104148,2021-04
Finland,2021-04-16,Oxford/AstraZeneca,299813,2021-04
Finland,2021-04-16,Pfizer/BioNTech,1097831,2021-04
Finland,2021-04-23,Johnson&Johnson,0,2021-04
Finland,2021-04-23,Moderna,118935,2021-04
Finland,2021-04-23,Oxford/AstraZeneca,337171,2021-04
Finland,2021-04-23,Pfizer/BioNTech,1267903,2021-04
Finland,2021-04-30,Johnson&Johnson,0,2021-04
Finland,2021-04-30,Moderna,138370,2021-04
Finland,2021-04-30,Oxford/AstraZeneca,354616,2021-04
Finland,2021-04-30,Pfizer/BioNTech,1445689,2021-04
Finland,2021-05-07,Johnson&Johnson,0,2021-05
Finland,2021-05-07,Moderna,162778,2021-05
Finland,2021-05-07,Oxford/AstraZeneca,360363,2021-05
Finland,2021-05-07,Pfizer/BioNTech,1660370,2021-05
Finland,2021-05-14,Johnson&Johnson,0,2021-05
Finland,2021-05-14,Moderna,188970,2021-05
Finland,2021-05-14,Oxford/AstraZeneca,368015,2021-05
Finland,2021-05-14,Pfizer/BioNTech,1863691,2021-05
Finland,2021-05-21,Johnson&Johnson,0,2021-05
Finland,2021-05-21,Moderna,222781,2021-05
Finland,2021-05-21,Oxford/AstraZeneca,381074,2021-05
Finland,2021-05-21,Pfizer/BioNTech,2093316,2021-05
Finland,2021-05-28,Johnson&Johnson,0,2021-05
Finland,2021-05-28,Moderna,259399,2021-05
Finland,2021-05-28,Oxford/AstraZeneca,392749,2021-05
Finland,2021-05-28,Pfizer/BioNTech,2318535,2021-05
Finland,2021-06-04,Johnson&Johnson,0,2021-06
Finland,2021-06-04,Moderna,297680,2021-06
Finland,2021-06-04,Oxford/AstraZeneca,405311,2021-06
Finland,2021-06-04,Pfizer/BioNTech,2567296,2021-06
Finland,2021-06-11,Johnson&Johnson,0,2021-06
Finland,2021-06-11,Moderna,326758,2021-06
Finland,2021-06-11,Oxford/AstraZeneca,422270,2021-06
Finland,2021-06-11,Pfizer/BioNTech,2866169,2021-06
Finland,2021-06-18,Johnson&Johnson,0,2021-06
Finland,2021-06-18,Moderna,359684,2021-06
Finland,2021-06-18,Oxford/AstraZeneca,426220,2021-06
Finland,2021-06-18,Pfizer/BioNTech,3174204,2021-06
Finland,2021-06-25,Johnson&Johnson,0,2021-06
Finland,2021-06-25,Moderna,385050,2021-06
Finland,2021-06-25,Oxford/AstraZeneca,439083,2021-06
Finland,2021-06-25,Pfizer/BioNTech,3398477,2021-06
Finland,2021-07-02,Johnson&Johnson,0,2021-07
Finland,2021-07-02,Moderna,411211,2021-07
Finland,2021-07-02,Oxford/AstraZeneca,471496,2021-07
Finland,2021-07-02,Pfizer/BioNTech,3666000,2021-07
Finland,2021-07-09,Johnson&Johnson,0,2021-07
Finland,2021-07-09,Moderna,443266,2021-07
Finland,2021-07-09,Oxford/AstraZeneca,508087,2021-07
Finland,2021-07-09,Pfizer/BioNTech,3911623,2021-07
Finland,2021-07-16,Johnson&Johnson,0,2021-07
Finland,2021-07-16,Moderna,469371,2021-07
Finland,2021-07-16,Oxford/AstraZeneca,536281,2021-07
Finland,2021-07-16,Pfizer/BioNTech,4127138,2021-07
Finland,2021-07-23,Johnson&Johnson,0,2021-07
Finland,2021-07-23,Moderna,501258,2021-07
Finland,2021-07-23,Oxford/AstraZeneca,549574,2021-07
Finland,2021-07-23,Pfizer/BioNTech,4354932,2021-07
Finland,2021-07-30,Johnson&Johnson,0,2021-07
Finland,2021-07-30,Moderna,538365,2021-07
Finland,2021-07-30,Oxford/AstraZeneca,552390,2021-07
Finland,2021-07-30,Pfizer/BioNTech,4589058,2021-07
Finland,2021-08-06,Johnson&Johnson,0,2021-08
Finland,2021-08-06,Moderna,584117,2021-08
Finland,2021-08-06,Oxford/AstraZeneca,553086,2021-08
Finland,2021-08-06,Pfizer/BioNTech,4807787,2021-08
Finland,2021-08-13,Johnson&Johnson,0,2021-08
Finland,2021-08-13,Moderna,646557,2021-08
Finland,2021-08-13,Oxford/AstraZeneca,553209,2021-08
Finland,2021-08-13,Pfizer/BioNTech,5051080,2021-08
Finland,2021-08-20,Johnson&Johnson,0,2021-08
Finland,2021-08-20,Moderna,716236,2021-08
Finland,2021-08-20,Oxford/AstraZeneca,553327,2021-08
Finland,2021-08-20,Pfizer/BioNTech,5284249,2021-08
Finland,2021-08-27,Johnson&Johnson,0,2021-08
Finland,2021-08-27,Moderna,764774,2021-08
Finland,2021-08-27,Oxford/AstraZeneca,553384,2021-08
Finland,2021-08-27,Pfizer/BioNTech,5490157,2021-08
Finland,2021-09-03,Johnson&Johnson,0,2021-09
Finland,2021-09-03,Moderna,800641,2021-09
Finland,2021-09-03,Oxford/AstraZeneca,553413,2021-09
Finland,2021-09-03,Pfizer/BioNTech,5689857,2021-09
Finland,2021-09-10,Johnson&Johnson,0,2021-09
Finland,2021-09-10,Moderna,834532,2021-09
Finland,2021-09-10,Oxford/AstraZeneca,553442,2021-09
Finland,2021-09-10,Pfizer/BioNTech,5859042,2021-09
Finland,2021-09-17,Johnson&Johnson,0,2021-09
Finland,2021-09-17,Moderna,866089,2021-09
Finland,2021-09-17,Oxford/AstraZeneca,553467,2021-09
Finland,2021-09-17,Pfizer/BioNTech,5974098,2021-09
Finland,2021-09-24,Johnson&Johnson,0,2021-09
Finland,2021-09-24,Moderna,909928,2021-09
Finland,2021-09-24,Oxford/AstraZeneca,553498,2021-09
Finland,2021-09-24,Pfizer/BioNTech,6091258,2021-09
Finland,2021-10-01,Johnson&Johnson,0,2021-10
Finland,2021-10-01,Moderna,949907,2021-10
Finland,2021-10-01,Oxford/AstraZeneca,553543,2021-10
Finland,2021-10-01,Pfizer/BioNTech,6209937,2021-10
Finland,2021-10-08,Johnson&Johnson,0,2021-10
Finland,2021-10-08,Moderna,981248,2021-10
Finland,2021-10-08,Oxford/AstraZeneca,553575,2021-10
Finland,2021-10-08,Pfizer/BioNTech,6317666,2021-10
Finland,2021-10-15,Johnson&Johnson,0,2021-10
Finland,2021-10-15,Moderna,999439,2021-10
Finland,2021-10-15,Oxford/AstraZeneca,553600,2021-10
Finland,2021-10-15,Pfizer/BioNTech,6434570,2021-10
Finland,2021-10-22,Johnson&Johnson,0,2021-10
Finland,2021-10-22,Moderna,1014794,2021-10
Finland,2021-10-22,Oxford/AstraZeneca,553632,2021-10
Finland,2021-10-22,Pfizer/BioNTech,6531381,2021-10
Finland,2021-10-29,Johnson&Johnson,0,2021-10
Finland,2021-10-29,Moderna,1032210,2021-10
Finland,2021-10-29,Oxford/AstraZeneca,553642,2021-10
Finland,2021-10-29,Pfizer/BioNTech,6631106,2021-10
Finland,2021-11-05,Johnson&Johnson,0,2021-11
Finland,2021-11-05,Moderna,1044638,2021-11
Finland,2021-11-05,Oxford/AstraZeneca,553664,2021-11
Finland,2021-11-05,Pfizer/BioNTech,6707855,2021-11
Finland,2021-11-12,Johnson&Johnson,0,2021-11
Finland,2021-11-12,Moderna,1055666,2021-11
Finland,2021-11-12,Oxford/AstraZeneca,553675,2021-11
Finland,2021-11-12,Pfizer/BioNTech,6784588,2021-11
Finland,2021-11-19,Johnson&Johnson,0,2021-11
Finland,2021-11-19,Moderna,1066036,2021-11
Finland,2021-11-19,Oxford/AstraZeneca,553711,2021-11
Finland,2021-11-19,Pfizer/BioNTech,6872988,2021-11
Finland,2021-11-26,Johnson&Johnson,0,2021-11
Finland,2021-11-26,Moderna,1076356,2021-11
Finland,2021-11-26,Oxford/AstraZeneca,553770,2021-11
Finland,2021-11-26,Pfizer/BioNTech,6983593,2021-11
Finland,2021-12-03,Johnson&Johnson,0,2021-12
Finland,2021-12-03,Moderna,1090431,2021-12
Finland,2021-12-03,Oxford/AstraZeneca,553776,2021-12
Finland,2021-12-03,Pfizer/BioNTech,7128183,2021-12
Finland,2021-12-10,Johnson&Johnson,0,2021-12
Finland,2021-12-10,Moderna,1109794,2021-12
Finland,2021-12-10,Oxford/AstraZeneca,553776,2021-12
Finland,2021-12-10,Pfizer/BioNTech,7304853,2021-12
Finland,2021-12-17,Johnson&Johnson,0,2021-12
Finland,2021-12-17,Moderna,1151355,2021-12
Finland,2021-12-17,Oxford/AstraZeneca,553776,2021-12
Finland,2021-12-17,Pfizer/BioNTech,7564678,2021-12
Finland,2021-12-24,Johnson&Johnson,0,2021-12
Finland,2021-12-24,Moderna,1197816,2021-12
Finland,2021-12-24,Oxford/AstraZeneca,553778,2021-12
Finland,2021-12-24,Pfizer/BioNTech,7742905,2021-12
Finland,2021-12-31,Johnson&Johnson,0,2021-12
Finland,2021-12-31,Moderna,1296473,2021-12
Finland,2021-12-31,Oxford/AstraZeneca,553780,2021-12
Finland,2021-12-31,Pfizer/BioNTech,7938850,2021-12
Finland,2022-01-07,Johnson&Johnson,0,2022-01
Finland,2022-01-07,Moderna,1427728,2022-01
Finland,2022-01-07,Oxford/AstraZeneca,553781,2022-01
Finland,2022-01-07,Pfizer/BioNTech,8208196,2022-01
Finland,2022-01-14,Johnson&Johnson,0,2022-01
Finland,2022-01-14,Moderna,1579907,2022-01
Finland,2022-01-14,Oxford/AstraZeneca,553782,2022-01
Finland,2022-01-14,Pfizer/BioNTech,8522611,2022-01
Finland,2022-01-21,Johnson&Johnson,0,2022-01
Finland,2022-01-21,Moderna,1722911,2022-01
Finland,2022-01-21,Oxford/AstraZeneca,553783,2022-01
Finland,2022-01-21,Pfizer/BioNTech,8755417,2022-01
Finland,2022-01-28,Johnson&Johnson,0,2022-01
Finland,2022-01-28,Moderna,1810660,2022-01
Finland,2022-01-28,Oxford/AstraZeneca,553783,2022-01
Finland,2022-01-28,Pfizer/BioNTech,8909176,2022-01
Finland,2022-02-04,Johnson&Johnson,0,2022-02
Finland,2022-02-04,Moderna,1847191,2022-02
Finland,2022-02-04,Oxford/AstraZeneca,553785,2022-02
Finland,2022-02-04,Pfizer/BioNTech,9006019,2022-02
Finland,2022-02-11,Johnson&Johnson,0,2022-02
Finland,2022-02-11,Moderna,1863914,2022-02
Finland,2022-02-11,Oxford/AstraZeneca,553785,2022-02
Finland,2022-02-11,Pfizer/BioNTech,9066307,2022-02
Finland,2022-02-18,Johnson&Johnson,0,2022-02
Finland,2022-02-18,Moderna,1872909,2022-02
Finland,2022-02-18,Oxford/AstraZeneca,553785,2022-02
Finland,2022-02-18,Pfizer/BioNTech,9111246,2022-02
Finland,2022-02-25,Johnson&Johnson,0,2022-02
Finland,2022-02-25,Moderna,1878481,2022-02
Finland,2022-02-25,Oxford/AstraZeneca,553785,2022-02
Finland,2022-02-25,Pfizer/BioNTech,9150720,2022-02
Finland,2022-03-04,Johnson&Johnson,0,2022-03
Finland,2022-03-04,Moderna,1881659,2022-03
Finland,2022-03-04,Oxford/AstraZeneca,553785,2022-03
Finland,2022-03-04,Pfizer/BioNTech,9183941,2022-03
Finland,2022-03-11,Johnson&Johnson,0,2022-03
Finland,2022-03-11,Moderna,1884270,2022-03
Finland,2022-03-11,Oxford/AstraZeneca,553785,2022-03
Finland,2022-03-11,Pfizer/BioNTech,9210805,2022-03
Finland,2022-03-18,Johnson&Johnson,0,2022-03
Finland,2022-03-18,Moderna,1886477,2022-03
Finland,2022-03-18,Oxford/AstraZeneca,553785,2022-03
Finland,2022-03-18,Pfizer/BioNTech,9235011,2022-03
Finland,2022-03-25,Johnson&Johnson,0,2022-03
Finland,2022-03-25,Moderna,1886487,2022-03
Finland,2022-03-25,Oxford/AstraZeneca,553785,2022-03
Finland,2022-03-25,Pfizer/BioNTech,9235420,2022-03
France,2020-12-27,Pfizer/BioNTech,593,2020-12
France,2020-12-28,Pfizer/BioNTech,1242,2020-12
France,2020-12-29,Pfizer/BioNTech,1610,2020-12
France,2020-12-30,Pfizer/BioNTech,2043,2020-12
France,2020-12-31,Pfizer/BioNTech,2403,2020-12
France,2021-01-01,Pfizer/BioNTech,3507,2021-01
France,2021-01-02,Pfizer/BioNTech,3856,2021-01
France,2021-01-03,Pfizer/BioNTech,4250,2021-01
France,2021-01-04,Pfizer/BioNTech,6324,2021-01
France,2021-01-05,Pfizer/BioNTech,13134,2021-01
France,2021-01-06,Pfizer/BioNTech,25409,2021-01
France,2021-01-07,Pfizer/BioNTech,54840,2021-01
France,2021-01-08,Pfizer/BioNTech,91948,2021-01
France,2021-01-09,Pfizer/BioNTech,103156,2021-01
France,2021-01-10,Pfizer/BioNTech,109143,2021-01
France,2021-01-11,Pfizer/BioNTech,149060,2021-01
France,2021-01-12,Pfizer/BioNTech,211159,2021-01
France,2021-01-13,Pfizer/BioNTech,276213,2021-01
France,2021-01-14,Moderna,1702,2021-01
France,2021-01-14,Pfizer/BioNTech,357655,2021-01
France,2021-01-15,Moderna,2092,2021-01
France,2021-01-15,Pfizer/BioNTech,426240,2021-01
France,2021-01-16,Moderna,2404,2021-01
France,2021-01-16,Pfizer/BioNTech,446205,2021-01
France,2021-01-17,Moderna,2484,2021-01
France,2021-01-17,Pfizer/BioNTech,457145,2021-01
France,2021-01-18,Moderna,5556,2021-01
France,2021-01-18,Pfizer/BioNTech,540047,2021-01
France,2021-01-19,Moderna,10230,2021-01
France,2021-01-19,Pfizer/BioNTech,666067,2021-01
France,2021-01-20,Moderna,15365,2021-01
France,2021-01-20,Pfizer/BioNTech,798592,2021-01
France,2021-01-21,Moderna,20701,2021-01
France,2021-01-21,Pfizer/BioNTech,951751,2021-01
France,2021-01-22,Moderna,25816,2021-01
France,2021-01-22,Pfizer/BioNTech,1067829,2021-01
France,2021-01-23,Moderna,27679,2021-01
France,2021-01-23,Pfizer/BioNTech,1104474,2021-01
France,2021-01-24,Moderna,27840,2021-01
France,2021-01-24,Pfizer/BioNTech,1114099,2021-01
France,2021-01-25,Moderna,31651,2021-01
France,2021-01-25,Pfizer/BioNTech,1189717,2021-01
France,2021-01-26,Moderna,35565,2021-01
France,2021-01-26,Pfizer/BioNTech,1289278,2021-01
France,2021-01-27,Moderna,39161,2021-01
France,2021-01-27,Pfizer/BioNTech,1398565,2021-01
France,2021-01-28,Moderna,42902,2021-01
France,2021-01-28,Pfizer/BioNTech,1533555,2021-01
France,2021-01-29,Moderna,46190,2021-01
France,2021-01-29,Pfizer/BioNTech,1639758,2021-01
France,2021-01-30,Moderna,47320,2021-01
France,2021-01-30,Pfizer/BioNTech,1671950,2021-01
France,2021-01-31,Moderna,47366,2021-01
France,2021-01-31,Pfizer/BioNTech,1678829,2021-01
France,2021-02-01,Moderna,50767,2021-02
France,2021-02-01,Pfizer/BioNTech,1749615,2021-02
France,2021-02-02,Moderna,55260,2021-02
France,2021-02-02,Pfizer/BioNTech,1851998,2021-02
France,2021-02-03,Moderna,60479,2021-02
France,2021-02-03,Pfizer/BioNTech,1956102,2021-02
France,2021-02-04,Moderna,65411,2021-02
France,2021-02-04,Pfizer/BioNTech,2083337,2021-02
France,2021-02-05,Moderna,70233,2021-02
France,2021-02-05,Pfizer/BioNTech,2192153,2021-02
France,2021-02-06,Moderna,72279,2021-02
France,2021-02-06,Oxford/AstraZeneca,1704,2021-02
France,2021-02-06,Pfizer/BioNTech,2222016,2021-02
France,2021-02-07,Moderna,72380,2021-02
France,2021-02-07,Oxford/AstraZeneca,3125,2021-02
France,2021-02-07,Pfizer/BioNTech,2230722,2021-02
France,2021-02-08,Moderna,79945,2021-02
France,2021-02-08,Oxford/AstraZeneca,5904,2021-02
France,2021-02-08,Pfizer/BioNTech,2313280,2021-02
France,2021-02-09,Moderna,88388,2021-02
France,2021-02-09,Oxford/AstraZeneca,12684,2021-02
France,2021-02-09,Pfizer/BioNTech,2436546,2021-02
France,2021-02-10,Moderna,97779,2021-02
France,2021-02-10,Oxford/AstraZeneca,22285,2021-02
France,2021-02-10,Pfizer/BioNTech,2565280,2021-02
France,2021-02-11,Moderna,108127,2021-02
France,2021-02-11,Oxford/AstraZeneca,35891,2021-02
France,2021-02-11,Pfizer/BioNTech,2727637,2021-02
France,2021-02-12,Moderna,118419,2021-02
France,2021-02-12,Oxford/AstraZeneca,49284,2021-02
France,2021-02-12,Pfizer/BioNTech,2857549,2021-02
France,2021-02-13,Moderna,121761,2021-02
France,2021-02-13,Oxford/AstraZeneca,53062,2021-02
France,2021-02-13,Pfizer/BioNTech,2892300,2021-02
France,2021-02-14,Moderna,122112,2021-02
France,2021-02-14,Oxford/AstraZeneca,54034,2021-02
France,2021-02-14,Pfizer/BioNTech,2903285,2021-02
France,2021-02-15,Moderna,128640,2021-02
France,2021-02-15,Oxford/AstraZeneca,64509,2021-02
France,2021-02-15,Pfizer/BioNTech,3000943,2021-02
France,2021-02-16,Moderna,137627,2021-02
France,2021-02-16,Oxford/AstraZeneca,77050,2021-02
France,2021-02-16,Pfizer/BioNTech,3130366,2021-02
France,2021-02-17,Moderna,146287,2021-02
France,2021-02-17,Oxford/AstraZeneca,88197,2021-02
France,2021-02-17,Pfizer/BioNTech,3264168,2021-02
France,2021-02-18,Moderna,156784,2021-02
France,2021-02-18,Oxford/AstraZeneca,103130,2021-02
France,2021-02-18,Pfizer/BioNTech,3427081,2021-02
France,2021-02-19,Moderna,166442,2021-02
France,2021-02-19,Oxford/AstraZeneca,117488,2021-02
France,2021-02-19,Pfizer/BioNTech,3558843,2021-02
France,2021-02-20,Moderna,169814,2021-02
France,2021-02-20,Oxford/AstraZeneca,120817,2021-02
France,2021-02-20,Pfizer/BioNTech,3599165,2021-02
France,2021-02-21,Moderna,170139,2021-02
France,2021-02-21,Oxford/AstraZeneca,121434,2021-02
France,2021-02-21,Pfizer/BioNTech,3607915,2021-02
France,2021-02-22,Moderna,177471,2021-02
France,2021-02-22,Oxford/AstraZeneca,130593,2021-02
France,2021-02-22,Pfizer/BioNTech,3702039,2021-02
France,2021-02-23,Moderna,186112,2021-02
France,2021-02-23,Oxford/AstraZeneca,141988,2021-02
France,2021-02-23,Pfizer/BioNTech,3819877,2021-02
France,2021-02-24,Moderna,194580,2021-02
France,2021-02-24,Oxford/AstraZeneca,156285,2021-02
France,2021-02-24,Pfizer/BioNTech,3938154,2021-02
France,2021-02-25,Moderna,203498,2021-02
France,2021-02-25,Oxford/AstraZeneca,201212,2021-02
France,2021-02-25,Pfizer/BioNTech,4076119,2021-02
France,2021-02-26,Moderna,210985,2021-02
France,2021-02-26,Oxford/AstraZeneca,263092,2021-02
France,2021-02-26,Pfizer/BioNTech,4191119,2021-02
France,2021-02-27,Moderna,213652,2021-02
France,2021-02-27,Oxford/AstraZeneca,297897,2021-02
France,2021-02-27,Pfizer/BioNTech,4227739,2021-02
France,2021-02-28,Moderna,213860,2021-02
France,2021-02-28,Oxford/AstraZeneca,300360,2021-02
France,2021-02-28,Pfizer/BioNTech,4235678,2021-02
France,2021-03-01,Moderna,222783,2021-03
France,2021-03-01,Oxford/AstraZeneca,320872,2021-03
France,2021-03-01,Pfizer/BioNTech,4324895,2021-03
France,2021-03-02,Moderna,234028,2021-03
France,2021-03-02,Oxford/AstraZeneca,359748,2021-03
France,2021-03-02,Pfizer/BioNTech,4442346,2021-03
France,2021-03-03,Moderna,245451,2021-03
France,2021-03-03,Oxford/AstraZeneca,408490,2021-03
France,2021-03-03,Pfizer/BioNTech,4564017,2021-03
France,2021-03-04,Moderna,257815,2021-03
France,2021-03-04,Oxford/AstraZeneca,490719,2021-03
France,2021-03-04,Pfizer/BioNTech,4701993,2021-03
France,2021-03-05,Moderna,269902,2021-03
France,2021-03-05,Oxford/AstraZeneca,608876,2021-03
France,2021-03-05,Pfizer/BioNTech,4835837,2021-03
France,2021-03-06,Moderna,276368,2021-03
France,2021-03-06,Oxford/AstraZeneca,729633,2021-03
France,2021-03-06,Pfizer/BioNTech,4934313,2021-03
France,2021-03-07,Moderna,278770,2021-03
France,2021-03-07,Oxford/AstraZeneca,784832,2021-03
France,2021-03-07,Pfizer/BioNTech,5003352,2021-03
France,2021-03-08,Moderna,291246,2021-03
France,2021-03-08,Oxford/AstraZeneca,827660,2021-03
France,2021-03-08,Pfizer/BioNTech,5105863,2021-03
France,2021-03-09,Moderna,307170,2021-03
France,2021-03-09,Oxford/AstraZeneca,906668,2021-03
France,2021-03-09,Pfizer/BioNTech,5239974,2021-03
France,2021-03-10,Moderna,323367,2021-03
France,2021-03-10,Oxford/AstraZeneca,987670,2021-03
France,2021-03-10,Pfizer/BioNTech,5378837,2021-03
France,2021-03-11,Moderna,341926,2021-03
France,2021-03-11,Oxford/AstraZeneca,1116126,2021-03
France,2021-03-11,Pfizer/BioNTech,5537624,2021-03
France,2021-03-12,Moderna,358074,2021-03
France,2021-03-12,Oxford/AstraZeneca,1298913,2021-03
France,2021-03-12,Pfizer/BioNTech,5686878,2021-03
France,2021-03-13,Moderna,370638,2021-03
France,2021-03-13,Oxford/AstraZeneca,1431107,2021-03
France,2021-03-13,Pfizer/BioNTech,5788752,2021-03
France,2021-03-14,Moderna,375878,2021-03
France,2021-03-14,Oxford/AstraZeneca,1445165,2021-03
France,2021-03-14,Pfizer/BioNTech,5836201,2021-03
France,2021-03-15,Moderna,390273,2021-03
France,2021-03-15,Oxford/AstraZeneca,1497421,2021-03
France,2021-03-15,Pfizer/BioNTech,5960696,2021-03
France,2021-03-16,Moderna,411663,2021-03
France,2021-03-16,Oxford/AstraZeneca,1498644,2021-03
France,2021-03-16,Pfizer/BioNTech,6119093,2021-03
France,2021-03-17,Moderna,435838,2021-03
France,2021-03-17,Oxford/AstraZeneca,1499600,2021-03
France,2021-03-17,Pfizer/BioNTech,6283086,2021-03
France,2021-03-18,Moderna,464112,2021-03
France,2021-03-18,Oxford/AstraZeneca,1501171,2021-03
France,2021-03-18,Pfizer/BioNTech,6465599,2021-03
France,2021-03-19,Moderna,491941,2021-03
France,2021-03-19,Oxford/AstraZeneca,1571653,2021-03
France,2021-03-19,Pfizer/BioNTech,6634624,2021-03
France,2021-03-20,Moderna,518920,2021-03
France,2021-03-20,Oxford/AstraZeneca,1636917,2021-03
France,2021-03-20,Pfizer/BioNTech,6720752,2021-03
France,2021-03-21,Moderna,536735,2021-03
France,2021-03-21,Oxford/AstraZeneca,1642675,2021-03
France,2021-03-21,Pfizer/BioNTech,6749689,2021-03
France,2021-03-22,Moderna,557593,2021-03
France,2021-03-22,Oxford/AstraZeneca,1680203,2021-03
France,2021-03-22,Pfizer/BioNTech,6895437,2021-03
France,2021-03-23,Moderna,584468,2021-03
France,2021-03-23,Oxford/AstraZeneca,1764907,2021-03
France,2021-03-23,Pfizer/BioNTech,7076546,2021-03
France,2021-03-24,Moderna,613406,2021-03
France,2021-03-24,Oxford/AstraZeneca,1855924,2021-03
France,2021-03-24,Pfizer/BioNTech,7257236,2021-03
France,2021-03-25,Moderna,645182,2021-03
France,2021-03-25,Oxford/AstraZeneca,2006082,2021-03
France,2021-03-25,Pfizer/BioNTech,7461725,2021-03
France,2021-03-26,Moderna,676419,2021-03
France,2021-03-26,Oxford/AstraZeneca,2171638,2021-03
France,2021-03-26,Pfizer/BioNTech,7665524,2021-03
France,2021-03-27,Moderna,693648,2021-03
France,2021-03-27,Oxford/AstraZeneca,2240184,2021-03
France,2021-03-27,Pfizer/BioNTech,7791617,2021-03
France,2021-03-28,Moderna,704309,2021-03
France,2021-03-28,Oxford/AstraZeneca,2246671,2021-03
France,2021-03-28,Pfizer/BioNTech,7837602,2021-03
France,2021-03-29,Moderna,727571,2021-03
France,2021-03-29,Oxford/AstraZeneca,2300888,2021-03
France,2021-03-29,Pfizer/BioNTech,8017257,2021-03
France,2021-03-30,Moderna,758151,2021-03
France,2021-03-30,Oxford/AstraZeneca,2394138,2021-03
France,2021-03-30,Pfizer/BioNTech,8248370,2021-03
France,2021-03-31,Moderna,792641,2021-03
France,2021-03-31,Oxford/AstraZeneca,2457739,2021-03
France,2021-03-31,Pfizer/BioNTech,8486109,2021-03
France,2021-04-01,Moderna,835671,2021-04
France,2021-04-01,Oxford/AstraZeneca,2543957,2021-04
France,2021-04-01,Pfizer/BioNTech,8760140,2021-04
France,2021-04-02,Moderna,873307,2021-04
France,2021-04-02,Oxford/AstraZeneca,2630985,2021-04
France,2021-04-02,Pfizer/BioNTech,9008841,2021-04
France,2021-04-03,Moderna,893865,2021-04
France,2021-04-03,Oxford/AstraZeneca,2666964,2021-04
France,2021-04-03,Pfizer/BioNTech,9155139,2021-04
France,2021-04-04,Moderna,904100,2021-04
France,2021-04-04,Oxford/AstraZeneca,2670547,2021-04
France,2021-04-04,Pfizer/BioNTech,9206303,2021-04
France,2021-04-05,Moderna,917349,2021-04
France,2021-04-05,Oxford/AstraZeneca,2675054,2021-04
France,2021-04-05,Pfizer/BioNTech,9262811,2021-04
France,2021-04-06,Moderna,951422,2021-04
France,2021-04-06,Oxford/AstraZeneca,2704869,2021-04
France,2021-04-06,Pfizer/BioNTech,9523986,2021-04
France,2021-04-07,Moderna,989513,2021-04
France,2021-04-07,Oxford/AstraZeneca,2737270,2021-04
France,2021-04-07,Pfizer/BioNTech,9828969,2021-04
France,2021-04-08,Moderna,1035191,2021-04
France,2021-04-08,Oxford/AstraZeneca,2816308,2021-04
