location,date,vaccine,total_vaccinations,month
European Union,2021-11-30,Sputnik V,1845101,2021-11
European Union,2021-12-01,Covaxin,11,2021-12
European Union,2021-12-01,Johnson&Johnson,17514728,2021-12
European Union,2021-12-01,Moderna,66235597,2021-12
European Union,2021-12-01,Novavax,0,2021-12
European Union,2021-12-01,Oxford/AstraZeneca,67347159,2021-12
European Union,2021-12-01,Pfizer/BioNTech,474572734,2021-12
European Union,2021-12-01,Sinopharm/Beijing,2186850,2021-12
European Union,2021-12-01,Sinovac,1791,2021-12
European Union,2021-12-01,Sputnik V,1845101,2021-12
European Union,2021-12-02,Covaxin,11,2021-12
European Union,2021-12-02,Johnson&Johnson,17531167,2021-12
European Union,2021-12-02,Moderna,66908985,2021-12
European Union,2021-12-02,Novavax,0,2021-12
European Union,2021-12-02,Oxford/AstraZeneca,67348272,2021-12
European Union,2021-12-02,Pfizer/BioNTech,476260278,2021-12
European Union,2021-12-02,Sinopharm/Beijing,2186850,2021-12
European Union,2021-12-02,Sinovac,1791,2021-12
European Union,2021-12-02,Sputnik V,1845101,2021-12
European Union,2021-12-03,Covaxin,11,2021-12
European Union,2021-12-03,Johnson&Johnson,17660387,2021-12
European Union,2021-12-03,Moderna,69160742,2021-12
European Union,2021-12-03,Novavax,0,2021-12
European Union,2021-12-03,Oxford/AstraZeneca,67350007,2021-12
European Union,2021-12-03,Pfizer/BioNTech,484116303,2021-12
European Union,2021-12-03,Sinopharm/Beijing,2202502,2021-12
European Union,2021-12-03,Sinovac,1791,2021-12
European Union,2021-12-03,Sputnik V,1845101,2021-12
European Union,2021-12-04,Covaxin,11,2021-12
European Union,2021-12-04,Johnson&Johnson,17672630,2021-12
European Union,2021-12-04,Moderna,69875234,2021-12
European Union,2021-12-04,Novavax,0,2021-12
European Union,2021-12-04,Oxford/AstraZeneca,67350605,2021-12
European Union,2021-12-04,Pfizer/BioNTech,485193588,2021-12
European Union,2021-12-04,Sinopharm/Beijing,2202502,2021-12
European Union,2021-12-04,Sinovac,1791,2021-12
European Union,2021-12-04,Sputnik V,1845101,2021-12
European Union,2021-12-05,Covaxin,11,2021-12
European Union,2021-12-05,Johnson&Johnson,17677818,2021-12
European Union,2021-12-05,Moderna,70226956,2021-12
European Union,2021-12-05,Novavax,0,2021-12
European Union,2021-12-05,Oxford/AstraZeneca,67350709,2021-12
European Union,2021-12-05,Pfizer/BioNTech,485587052,2021-12
European Union,2021-12-05,Sinopharm/Beijing,2202502,2021-12
European Union,2021-12-05,Sinovac,1791,2021-12
European Union,2021-12-05,Sputnik V,1845101,2021-12
European Union,2021-12-06,Covaxin,11,2021-12
European Union,2021-12-06,Johnson&Johnson,17691528,2021-12
European Union,2021-12-06,Moderna,70961786,2021-12
European Union,2021-12-06,Novavax,0,2021-12
European Union,2021-12-06,Oxford/AstraZeneca,67351546,2021-12
European Union,2021-12-06,Pfizer/BioNTech,486846519,2021-12
European Union,2021-12-06,Sinopharm/Beijing,2202502,2021-12
European Union,2021-12-06,Sinovac,1791,2021-12
European Union,2021-12-06,Sputnik V,1845101,2021-12
European Union,2021-12-07,Covaxin,11,2021-12
European Union,2021-12-07,Johnson&Johnson,17704478,2021-12
European Union,2021-12-07,Moderna,71924799,2021-12
European Union,2021-12-07,Novavax,0,2021-12
European Union,2021-12-07,Oxford/AstraZeneca,67352992,2021-12
European Union,2021-12-07,Pfizer/BioNTech,488423272,2021-12
European Union,2021-12-07,Sinopharm/Beijing,2202502,2021-12
European Union,2021-12-07,Sinovac,1791,2021-12
European Union,2021-12-07,Sputnik V,1845101,2021-12
European Union,2021-12-08,Covaxin,11,2021-12
European Union,2021-12-08,Johnson&Johnson,17717428,2021-12
European Union,2021-12-08,Moderna,72903170,2021-12
European Union,2021-12-08,Novavax,0,2021-12
European Union,2021-12-08,Oxford/AstraZeneca,67354003,2021-12
European Union,2021-12-08,Pfizer/BioNTech,489861706,2021-12
European Union,2021-12-08,Sinopharm/Beijing,2202502,2021-12
European Union,2021-12-08,Sinovac,1791,2021-12
European Union,2021-12-08,Sputnik V,1845101,2021-12
European Union,2021-12-09,Covaxin,11,2021-12
European Union,2021-12-09,Johnson&Johnson,17729470,2021-12
European Union,2021-12-09,Moderna,74020414,2021-12
European Union,2021-12-09,Novavax,0,2021-12
European Union,2021-12-09,Oxford/AstraZeneca,67355102,2021-12
European Union,2021-12-09,Pfizer/BioNTech,491483540,2021-12
European Union,2021-12-09,Sinopharm/Beijing,2202502,2021-12
European Union,2021-12-09,Sinovac,1791,2021-12
European Union,2021-12-09,Sputnik V,1845101,2021-12
European Union,2021-12-10,Covaxin,11,2021-12
European Union,2021-12-10,Johnson&Johnson,17831904,2021-12
European Union,2021-12-10,Moderna,77123011,2021-12
European Union,2021-12-10,Novavax,0,2021-12
European Union,2021-12-10,Oxford/AstraZeneca,67357365,2021-12
European Union,2021-12-10,Pfizer/BioNTech,498654921,2021-12
European Union,2021-12-10,Sinopharm/Beijing,2218157,2021-12
European Union,2021-12-10,Sinovac,1794,2021-12
European Union,2021-12-10,Sputnik V,1845101,2021-12
European Union,2021-12-11,Covaxin,11,2021-12
European Union,2021-12-11,Johnson&Johnson,17839644,2021-12
European Union,2021-12-11,Moderna,78186333,2021-12
European Union,2021-12-11,Novavax,0,2021-12
European Union,2021-12-11,Oxford/AstraZeneca,67358192,2021-12
European Union,2021-12-11,Pfizer/BioNTech,499701712,2021-12
European Union,2021-12-11,Sinopharm/Beijing,2218157,2021-12
European Union,2021-12-11,Sinovac,1794,2021-12
European Union,2021-12-11,Sputnik V,1845101,2021-12
European Union,2021-12-12,Covaxin,11,2021-12
European Union,2021-12-12,Johnson&Johnson,17843129,2021-12
European Union,2021-12-12,Moderna,78681819,2021-12
European Union,2021-12-12,Novavax,0,2021-12
European Union,2021-12-12,Oxford/AstraZeneca,67358335,2021-12
European Union,2021-12-12,Pfizer/BioNTech,500071173,2021-12
European Union,2021-12-12,Sinopharm/Beijing,2218157,2021-12
European Union,2021-12-12,Sinovac,1794,2021-12
European Union,2021-12-12,Sputnik V,1845101,2021-12
European Union,2021-12-13,Covaxin,11,2021-12
European Union,2021-12-13,Johnson&Johnson,17851541,2021-12
European Union,2021-12-13,Moderna,79709275,2021-12
European Union,2021-12-13,Novavax,0,2021-12
European Union,2021-12-13,Oxford/AstraZeneca,67359395,2021-12
European Union,2021-12-13,Pfizer/BioNTech,501197246,2021-12
European Union,2021-12-13,Sinopharm/Beijing,2218157,2021-12
European Union,2021-12-13,Sinovac,1794,2021-12
European Union,2021-12-13,Sputnik V,1845101,2021-12
European Union,2021-12-14,Covaxin,11,2021-12
European Union,2021-12-14,Johnson&Johnson,17860941,2021-12
European Union,2021-12-14,Moderna,80961541,2021-12
European Union,2021-12-14,Novavax,0,2021-12
European Union,2021-12-14,Oxford/AstraZeneca,67360456,2021-12
European Union,2021-12-14,Pfizer/BioNTech,502689134,2021-12
European Union,2021-12-14,Sinopharm/Beijing,2218157,2021-12
European Union,2021-12-14,Sinovac,1794,2021-12
European Union,2021-12-14,Sputnik V,1845101,2021-12
European Union,2021-12-15,Covaxin,11,2021-12
European Union,2021-12-15,Johnson&Johnson,17870138,2021-12
European Union,2021-12-15,Moderna,82404717,2021-12
European Union,2021-12-15,Novavax,0,2021-12
European Union,2021-12-15,Oxford/AstraZeneca,67362027,2021-12
European Union,2021-12-15,Pfizer/BioNTech,504436931,2021-12
European Union,2021-12-15,Sinopharm/Beijing,2218157,2021-12
European Union,2021-12-15,Sinovac,1794,2021-12
European Union,2021-12-15,Sputnik V,1845101,2021-12
European Union,2021-12-16,Covaxin,11,2021-12
European Union,2021-12-16,Johnson&Johnson,17879447,2021-12
European Union,2021-12-16,Moderna,83761630,2021-12
European Union,2021-12-16,Novavax,0,2021-12
European Union,2021-12-16,Oxford/AstraZeneca,67363482,2021-12
European Union,2021-12-16,Pfizer/BioNTech,506120246,2021-12
European Union,2021-12-16,Sinopharm/Beijing,2218157,2021-12
European Union,2021-12-16,Sinovac,1794,2021-12
European Union,2021-12-16,Sputnik V,1845101,2021-12
European Union,2021-12-17,Covaxin,11,2021-12
European Union,2021-12-17,Johnson&Johnson,17951204,2021-12
European Union,2021-12-17,Moderna,88081160,2021-12
European Union,2021-12-17,Novavax,0,2021-12
European Union,2021-12-17,Oxford/AstraZeneca,67365593,2021-12
European Union,2021-12-17,Pfizer/BioNTech,514335672,2021-12
European Union,2021-12-17,Sinopharm/Beijing,2226828,2021-12
European Union,2021-12-17,Sinovac,1795,2021-12
European Union,2021-12-17,Sputnik V,1845101,2021-12
European Union,2021-12-18,Covaxin,11,2021-12
European Union,2021-12-18,Johnson&Johnson,17955707,2021-12
European Union,2021-12-18,Moderna,89163180,2021-12
European Union,2021-12-18,Novavax,0,2021-12
European Union,2021-12-18,Oxford/AstraZeneca,67366368,2021-12
European Union,2021-12-18,Pfizer/BioNTech,515404602,2021-12
European Union,2021-12-18,Sinopharm/Beijing,2226828,2021-12
European Union,2021-12-18,Sinovac,1795,2021-12
European Union,2021-12-18,Sputnik V,1845101,2021-12
European Union,2021-12-19,Covaxin,11,2021-12
European Union,2021-12-19,Johnson&Johnson,17958296,2021-12
European Union,2021-12-19,Moderna,89714655,2021-12
European Union,2021-12-19,Novavax,0,2021-12
European Union,2021-12-19,Oxford/AstraZeneca,67367109,2021-12
European Union,2021-12-19,Pfizer/BioNTech,515835498,2021-12
European Union,2021-12-19,Sinopharm/Beijing,2226828,2021-12
European Union,2021-12-19,Sinovac,1795,2021-12
European Union,2021-12-19,Sputnik V,1845101,2021-12
European Union,2021-12-20,Covaxin,11,2021-12
European Union,2021-12-20,Johnson&Johnson,17965501,2021-12
European Union,2021-12-20,Moderna,90864927,2021-12
European Union,2021-12-20,Novavax,0,2021-12
European Union,2021-12-20,Oxford/AstraZeneca,67367965,2021-12
European Union,2021-12-20,Pfizer/BioNTech,517058967,2021-12
European Union,2021-12-20,Sinopharm/Beijing,2226828,2021-12
European Union,2021-12-20,Sinovac,1795,2021-12
European Union,2021-12-20,Sputnik V,1845101,2021-12
European Union,2021-12-21,Covaxin,11,2021-12
European Union,2021-12-21,Johnson&Johnson,17974119,2021-12
European Union,2021-12-21,Moderna,92130959,2021-12
European Union,2021-12-21,Novavax,0,2021-12
European Union,2021-12-21,Oxford/AstraZeneca,67369376,2021-12
European Union,2021-12-21,Pfizer/BioNTech,518526795,2021-12
European Union,2021-12-21,Sinopharm/Beijing,2226828,2021-12
European Union,2021-12-21,Sinovac,1795,2021-12
European Union,2021-12-21,Sputnik V,1845101,2021-12
European Union,2021-12-22,Covaxin,11,2021-12
European Union,2021-12-22,Johnson&Johnson,17981531,2021-12
European Union,2021-12-22,Moderna,93327888,2021-12
European Union,2021-12-22,Novavax,0,2021-12
European Union,2021-12-22,Oxford/AstraZeneca,67370445,2021-12
European Union,2021-12-22,Pfizer/BioNTech,519901525,2021-12
European Union,2021-12-22,Sinopharm/Beijing,2226828,2021-12
European Union,2021-12-22,Sinovac,1795,2021-12
European Union,2021-12-22,Sputnik V,1845101,2021-12
European Union,2021-12-23,Covaxin,11,2021-12
European Union,2021-12-23,Johnson&Johnson,17987650,2021-12
European Union,2021-12-23,Moderna,94237633,2021-12
European Union,2021-12-23,Novavax,0,2021-12
European Union,2021-12-23,Oxford/AstraZeneca,67372056,2021-12
European Union,2021-12-23,Pfizer/BioNTech,520908337,2021-12
European Union,2021-12-23,Sinopharm/Beijing,2226828,2021-12
European Union,2021-12-23,Sinovac,1795,2021-12
European Union,2021-12-23,Sputnik V,1845101,2021-12
European Union,2021-12-24,Covaxin,11,2021-12
European Union,2021-12-24,Johnson&Johnson,18035338,2021-12
European Union,2021-12-24,Moderna,97446627,2021-12
European Union,2021-12-24,Novavax,0,2021-12
European Union,2021-12-24,Oxford/AstraZeneca,67372867,2021-12
European Union,2021-12-24,Pfizer/BioNTech,525312457,2021-12
European Union,2021-12-24,Sinopharm/Beijing,2233241,2021-12
European Union,2021-12-24,Sinovac,1796,2021-12
European Union,2021-12-24,Sputnik V,1845103,2021-12
European Union,2021-12-25,Covaxin,11,2021-12
European Union,2021-12-25,Johnson&Johnson,18035727,2021-12
European Union,2021-12-25,Moderna,97487941,2021-12
European Union,2021-12-25,Novavax,0,2021-12
European Union,2021-12-25,Oxford/AstraZeneca,67373007,2021-12
European Union,2021-12-25,Pfizer/BioNTech,525357069,2021-12
European Union,2021-12-25,Sinopharm/Beijing,2233241,2021-12
European Union,2021-12-25,Sinovac,1796,2021-12
European Union,2021-12-25,Sputnik V,1845103,2021-12
European Union,2021-12-26,Covaxin,11,2021-12
European Union,2021-12-26,Johnson&Johnson,18036131,2021-12
European Union,2021-12-26,Moderna,97682168,2021-12
European Union,2021-12-26,Novavax,0,2021-12
European Union,2021-12-26,Oxford/AstraZeneca,67373108,2021-12
European Union,2021-12-26,Pfizer/BioNTech,525489244,2021-12
European Union,2021-12-26,Sinopharm/Beijing,2233241,2021-12
European Union,2021-12-26,Sinovac,1796,2021-12
European Union,2021-12-26,Sputnik V,1845103,2021-12
European Union,2021-12-27,Covaxin,11,2021-12
European Union,2021-12-27,Johnson&Johnson,18040744,2021-12
European Union,2021-12-27,Moderna,98636169,2021-12
European Union,2021-12-27,Novavax,0,2021-12
European Union,2021-12-27,Oxford/AstraZeneca,67374302,2021-12
European Union,2021-12-27,Pfizer/BioNTech,526382582,2021-12
European Union,2021-12-27,Sinopharm/Beijing,2233241,2021-12
European Union,2021-12-27,Sinovac,1796,2021-12
European Union,2021-12-27,Sputnik V,1845103,2021-12
European Union,2021-12-28,Covaxin,11,2021-12
European Union,2021-12-28,Johnson&Johnson,18047166,2021-12
European Union,2021-12-28,Moderna,99723494,2021-12
European Union,2021-12-28,Novavax,0,2021-12
European Union,2021-12-28,Oxford/AstraZeneca,67375372,2021-12
European Union,2021-12-28,Pfizer/BioNTech,527463684,2021-12
European Union,2021-12-28,Sinopharm/Beijing,2233241,2021-12
European Union,2021-12-28,Sinovac,1796,2021-12
European Union,2021-12-28,Sputnik V,1845103,2021-12
European Union,2021-12-29,Covaxin,11,2021-12
European Union,2021-12-29,Johnson&Johnson,18052925,2021-12
European Union,2021-12-29,Moderna,100763225,2021-12
European Union,2021-12-29,Novavax,0,2021-12
European Union,2021-12-29,Oxford/AstraZeneca,67376351,2021-12
European Union,2021-12-29,Pfizer/BioNTech,528502414,2021-12
European Union,2021-12-29,Sinopharm/Beijing,2233241,2021-12
European Union,2021-12-29,Sinovac,1796,2021-12
European Union,2021-12-29,Sputnik V,1845103,2021-12
European Union,2021-12-30,Covaxin,11,2021-12
European Union,2021-12-30,Johnson&Johnson,18058398,2021-12
European Union,2021-12-30,Moderna,101646218,2021-12
European Union,2021-12-30,Novavax,0,2021-12
European Union,2021-12-30,Oxford/AstraZeneca,67377063,2021-12
European Union,2021-12-30,Pfizer/BioNTech,529363699,2021-12
European Union,2021-12-30,Sinopharm/Beijing,2233241,2021-12
European Union,2021-12-30,Sinovac,1796,2021-12
European Union,2021-12-30,Sputnik V,1845103,2021-12
European Union,2021-12-31,Covaxin,11,2021-12
European Union,2021-12-31,Johnson&Johnson,18099499,2021-12
European Union,2021-12-31,Moderna,105221609,2021-12
European Union,2021-12-31,Novavax,0,2021-12
European Union,2021-12-31,Oxford/AstraZeneca,67377949,2021-12
European Union,2021-12-31,Pfizer/BioNTech,533089687,2021-12
European Union,2021-12-31,Sinopharm/Beijing,2240134,2021-12
European Union,2021-12-31,Sinovac,1797,2021-12
European Union,2021-12-31,Sputnik V,1845103,2021-12
European Union,2022-01-01,Covaxin,11,2022-01
European Union,2022-01-01,Johnson&Johnson,18099656,2022-01
European Union,2022-01-01,Moderna,105289958,2022-01
European Union,2022-01-01,Novavax,0,2022-01
European Union,2022-01-01,Oxford/AstraZeneca,67378032,2022-01
European Union,2022-01-01,Pfizer/BioNTech,533136258,2022-01
European Union,2022-01-01,Sinopharm/Beijing,2240134,2022-01
European Union,2022-01-01,Sinovac,1797,2022-01
European Union,2022-01-01,Sputnik V,1845103,2022-01
European Union,2022-01-02,Covaxin,11,2022-01
European Union,2022-01-02,Johnson&Johnson,18100502,2022-01
European Union,2022-01-02,Moderna,105623721,2022-01
European Union,2022-01-02,Novavax,0,2022-01
European Union,2022-01-02,Oxford/AstraZeneca,67378122,2022-01
European Union,2022-01-02,Pfizer/BioNTech,533392603,2022-01
European Union,2022-01-02,Sinopharm/Beijing,2240134,2022-01
European Union,2022-01-02,Sinovac,1797,2022-01
European Union,2022-01-02,Sputnik V,1845103,2022-01
European Union,2022-01-03,Covaxin,11,2022-01
European Union,2022-01-03,Johnson&Johnson,18106616,2022-01
European Union,2022-01-03,Moderna,106574504,2022-01
European Union,2022-01-03,Novavax,0,2022-01
European Union,2022-01-03,Oxford/AstraZeneca,67378758,2022-01
European Union,2022-01-03,Pfizer/BioNTech,534262735,2022-01
European Union,2022-01-03,Sinopharm/Beijing,2240134,2022-01
European Union,2022-01-03,Sinovac,1797,2022-01
European Union,2022-01-03,Sputnik V,1845103,2022-01
European Union,2022-01-04,Covaxin,11,2022-01
European Union,2022-01-04,Johnson&Johnson,18114051,2022-01
European Union,2022-01-04,Moderna,107732270,2022-01
European Union,2022-01-04,Novavax,0,2022-01
European Union,2022-01-04,Oxford/AstraZeneca,67380054,2022-01
European Union,2022-01-04,Pfizer/BioNTech,535409057,2022-01
European Union,2022-01-04,Sinopharm/Beijing,2240134,2022-01
European Union,2022-01-04,Sinovac,1797,2022-01
European Union,2022-01-04,Sputnik V,1845103,2022-01
European Union,2022-01-05,Covaxin,11,2022-01
European Union,2022-01-05,Johnson&Johnson,18120762,2022-01
European Union,2022-01-05,Moderna,108867063,2022-01
European Union,2022-01-05,Novavax,0,2022-01
European Union,2022-01-05,Oxford/AstraZeneca,67380884,2022-01
European Union,2022-01-05,Pfizer/BioNTech,536603538,2022-01
European Union,2022-01-05,Sinopharm/Beijing,2240134,2022-01
European Union,2022-01-05,Sinovac,1797,2022-01
European Union,2022-01-05,Sputnik V,1845103,2022-01
European Union,2022-01-06,Covaxin,11,2022-01
European Union,2022-01-06,Johnson&Johnson,18127386,2022-01
European Union,2022-01-06,Moderna,109784432,2022-01
European Union,2022-01-06,Novavax,0,2022-01
European Union,2022-01-06,Oxford/AstraZeneca,67382045,2022-01
European Union,2022-01-06,Pfizer/BioNTech,537637317,2022-01
European Union,2022-01-06,Sinopharm/Beijing,2240134,2022-01
European Union,2022-01-06,Sinovac,1797,2022-01
European Union,2022-01-06,Sputnik V,1845103,2022-01
European Union,2022-01-07,Covaxin,11,2022-01
European Union,2022-01-07,Johnson&Johnson,18188953,2022-01
European Union,2022-01-07,Moderna,114466671,2022-01
European Union,2022-01-07,Novavax,0,2022-01
European Union,2022-01-07,Oxford/AstraZeneca,67383156,2022-01
European Union,2022-01-07,Pfizer/BioNTech,543830122,2022-01
European Union,2022-01-07,Sinopharm/Beijing,2251305,2022-01
European Union,2022-01-07,Sinovac,1798,2022-01
European Union,2022-01-07,Sputnik V,1845103,2022-01
European Union,2022-01-08,Covaxin,11,2022-01
European Union,2022-01-08,Johnson&Johnson,18195208,2022-01
European Union,2022-01-08,Moderna,115305729,2022-01
European Union,2022-01-08,Novavax,0,2022-01
European Union,2022-01-08,Oxford/AstraZeneca,67383560,2022-01
European Union,2022-01-08,Pfizer/BioNTech,544761124,2022-01
European Union,2022-01-08,Sinopharm/Beijing,2251305,2022-01
European Union,2022-01-08,Sinovac,1798,2022-01
European Union,2022-01-08,Sputnik V,1845103,2022-01
European Union,2022-01-09,Covaxin,11,2022-01
European Union,2022-01-09,Johnson&Johnson,18196887,2022-01
European Union,2022-01-09,Moderna,115701781,2022-01
European Union,2022-01-09,Novavax,0,2022-01
European Union,2022-01-09,Oxford/AstraZeneca,67383976,2022-01
European Union,2022-01-09,Pfizer/BioNTech,545170319,2022-01
European Union,2022-01-09,Sinopharm/Beijing,2251305,2022-01
European Union,2022-01-09,Sinovac,1798,2022-01
European Union,2022-01-09,Sputnik V,1845103,2022-01
European Union,2022-01-10,Covaxin,11,2022-01
European Union,2022-01-10,Johnson&Johnson,18202376,2022-01
European Union,2022-01-10,Moderna,116619937,2022-01
European Union,2022-01-10,Novavax,0,2022-01
European Union,2022-01-10,Oxford/AstraZeneca,67384489,2022-01
European Union,2022-01-10,Pfizer/BioNTech,546175519,2022-01
European Union,2022-01-10,Sinopharm/Beijing,2251305,2022-01
European Union,2022-01-10,Sinovac,1798,2022-01
European Union,2022-01-10,Sputnik V,1845103,2022-01
European Union,2022-01-11,Covaxin,11,2022-01
European Union,2022-01-11,Johnson&Johnson,18209294,2022-01
European Union,2022-01-11,Moderna,117690622,2022-01
European Union,2022-01-11,Novavax,0,2022-01
European Union,2022-01-11,Oxford/AstraZeneca,67385500,2022-01
European Union,2022-01-11,Pfizer/BioNTech,547430988,2022-01
European Union,2022-01-11,Sinopharm/Beijing,2251305,2022-01
European Union,2022-01-11,Sinovac,1798,2022-01
European Union,2022-01-11,Sputnik V,1845103,2022-01
European Union,2022-01-12,Covaxin,11,2022-01
European Union,2022-01-12,Johnson&Johnson,18215551,2022-01
European Union,2022-01-12,Moderna,118699341,2022-01
European Union,2022-01-12,Novavax,0,2022-01
European Union,2022-01-12,Oxford/AstraZeneca,67386067,2022-01
European Union,2022-01-12,Pfizer/BioNTech,548715696,2022-01
European Union,2022-01-12,Sinopharm/Beijing,2251305,2022-01
European Union,2022-01-12,Sinovac,1798,2022-01
European Union,2022-01-12,Sputnik V,1845103,2022-01
European Union,2022-01-13,Covaxin,11,2022-01
European Union,2022-01-13,Johnson&Johnson,18221703,2022-01
European Union,2022-01-13,Moderna,119701319,2022-01
European Union,2022-01-13,Novavax,0,2022-01
European Union,2022-01-13,Oxford/AstraZeneca,67386758,2022-01
European Union,2022-01-13,Pfizer/BioNTech,549982154,2022-01
European Union,2022-01-13,Sinopharm/Beijing,2251305,2022-01
European Union,2022-01-13,Sinovac,1798,2022-01
European Union,2022-01-13,Sputnik V,1845103,2022-01
European Union,2022-01-14,Covaxin,11,2022-01
European Union,2022-01-14,Johnson&Johnson,18283886,2022-01
European Union,2022-01-14,Moderna,124109807,2022-01
European Union,2022-01-14,Novavax,0,2022-01
European Union,2022-01-14,Oxford/AstraZeneca,67388415,2022-01
European Union,2022-01-14,Pfizer/BioNTech,556528845,2022-01
European Union,2022-01-14,Sinopharm/Beijing,2261994,2022-01
European Union,2022-01-14,Sinovac,1801,2022-01
European Union,2022-01-14,Sputnik V,1845103,2022-01
European Union,2022-01-15,Covaxin,11,2022-01
European Union,2022-01-15,Johnson&Johnson,18286466,2022-01
European Union,2022-01-15,Moderna,124835568,2022-01
European Union,2022-01-15,Novavax,0,2022-01
European Union,2022-01-15,Oxford/AstraZeneca,67388945,2022-01
European Union,2022-01-15,Pfizer/BioNTech,557441719,2022-01
European Union,2022-01-15,Sinopharm/Beijing,2261994,2022-01
European Union,2022-01-15,Sinovac,1801,2022-01
European Union,2022-01-15,Sputnik V,1845103,2022-01
European Union,2022-01-16,Covaxin,11,2022-01
European Union,2022-01-16,Johnson&Johnson,18287849,2022-01
European Union,2022-01-16,Moderna,125162183,2022-01
European Union,2022-01-16,Novavax,0,2022-01
European Union,2022-01-16,Oxford/AstraZeneca,67389139,2022-01
European Union,2022-01-16,Pfizer/BioNTech,557839006,2022-01
European Union,2022-01-16,Sinopharm/Beijing,2261994,2022-01
European Union,2022-01-16,Sinovac,1801,2022-01
European Union,2022-01-16,Sputnik V,1845103,2022-01
European Union,2022-01-17,Covaxin,11,2022-01
European Union,2022-01-17,Johnson&Johnson,18291942,2022-01
European Union,2022-01-17,Moderna,125844376,2022-01
European Union,2022-01-17,Novavax,0,2022-01
European Union,2022-01-17,Oxford/AstraZeneca,67389573,2022-01
European Union,2022-01-17,Pfizer/BioNTech,558712505,2022-01
European Union,2022-01-17,Sinopharm/Beijing,2261994,2022-01
European Union,2022-01-17,Sinovac,1801,2022-01
European Union,2022-01-17,Sputnik V,1845103,2022-01
European Union,2022-01-18,Covaxin,11,2022-01
European Union,2022-01-18,Johnson&Johnson,18296946,2022-01
European Union,2022-01-18,Moderna,126600539,2022-01
European Union,2022-01-18,Novavax,0,2022-01
European Union,2022-01-18,Oxford/AstraZeneca,67390388,2022-01
European Union,2022-01-18,Pfizer/BioNTech,559772164,2022-01
European Union,2022-01-18,Sinopharm/Beijing,2261994,2022-01
European Union,2022-01-18,Sinovac,1801,2022-01
European Union,2022-01-18,Sputnik V,1845103,2022-01
European Union,2022-01-19,Covaxin,11,2022-01
European Union,2022-01-19,Johnson&Johnson,18301895,2022-01
European Union,2022-01-19,Moderna,127297647,2022-01
European Union,2022-01-19,Novavax,0,2022-01
European Union,2022-01-19,Oxford/AstraZeneca,67392056,2022-01
European Union,2022-01-19,Pfizer/BioNTech,560804616,2022-01
European Union,2022-01-19,Sinopharm/Beijing,2261994,2022-01
European Union,2022-01-19,Sinovac,1801,2022-01
European Union,2022-01-19,Sputnik V,1845103,2022-01
European Union,2022-01-20,Covaxin,11,2022-01
European Union,2022-01-20,Johnson&Johnson,18306138,2022-01
European Union,2022-01-20,Moderna,128007507,2022-01
European Union,2022-01-20,Novavax,0,2022-01
European Union,2022-01-20,Oxford/AstraZeneca,67392535,2022-01
European Union,2022-01-20,Pfizer/BioNTech,561853579,2022-01
European Union,2022-01-20,Sinopharm/Beijing,2261994,2022-01
European Union,2022-01-20,Sinovac,1801,2022-01
European Union,2022-01-20,Sputnik V,1845103,2022-01
European Union,2022-01-21,Covaxin,11,2022-01
European Union,2022-01-21,Johnson&Johnson,18355674,2022-01
European Union,2022-01-21,Moderna,131360704,2022-01
European Union,2022-01-21,Novavax,0,2022-01
European Union,2022-01-21,Oxford/AstraZeneca,67393383,2022-01
European Union,2022-01-21,Pfizer/BioNTech,566929843,2022-01
European Union,2022-01-21,Sinopharm/Beijing,2272291,2022-01
European Union,2022-01-21,Sinovac,1801,2022-01
European Union,2022-01-21,Sputnik V,1845103,2022-01
European Union,2022-01-22,Covaxin,11,2022-01
European Union,2022-01-22,Johnson&Johnson,18357702,2022-01
European Union,2022-01-22,Moderna,131844321,2022-01
European Union,2022-01-22,Novavax,0,2022-01
European Union,2022-01-22,Oxford/AstraZeneca,67393695,2022-01
European Union,2022-01-22,Pfizer/BioNTech,567617189,2022-01
European Union,2022-01-22,Sinopharm/Beijing,2272291,2022-01
European Union,2022-01-22,Sinovac,1801,2022-01
European Union,2022-01-22,Sputnik V,1845103,2022-01
European Union,2022-01-23,Covaxin,11,2022-01
European Union,2022-01-23,Johnson&Johnson,18358486,2022-01
European Union,2022-01-23,Moderna,132076740,2022-01
European Union,2022-01-23,Novavax,0,2022-01
European Union,2022-01-23,Oxford/AstraZeneca,67393779,2022-01
European Union,2022-01-23,Pfizer/BioNTech,567916185,2022-01
European Union,2022-01-23,Sinopharm/Beijing,2272291,2022-01
European Union,2022-01-23,Sinovac,1801,2022-01
European Union,2022-01-23,Sputnik V,1845103,2022-01
European Union,2022-01-24,Covaxin,11,2022-01
European Union,2022-01-24,Johnson&Johnson,18360086,2022-01
European Union,2022-01-24,Moderna,132565626,2022-01
European Union,2022-01-24,Novavax,0,2022-01
European Union,2022-01-24,Oxford/AstraZeneca,67394140,2022-01
European Union,2022-01-24,Pfizer/BioNTech,568648295,2022-01
European Union,2022-01-24,Sinopharm/Beijing,2272291,2022-01
European Union,2022-01-24,Sinovac,1801,2022-01
European Union,2022-01-24,Sputnik V,1845103,2022-01
European Union,2022-01-25,Covaxin,11,2022-01
European Union,2022-01-25,Johnson&Johnson,18363785,2022-01
European Union,2022-01-25,Moderna,133099669,2022-01
European Union,2022-01-25,Novavax,0,2022-01
European Union,2022-01-25,Oxford/AstraZeneca,67394743,2022-01
